city,company,conditions,description,employment_mode,experience,max_salary,min_salary,name,publish_date,requirements,responsibilities,schedule,skills,url
Иваново,СКБ Контур,Четкая система мотивации: оклад + бонусы. Вся заработная плата белая; все отпускные и больничные рассчитываются из всей суммы заработной платы. Официальное трудоустройство и расширенный соцпакет. Корпоративное обучение: тренинги; вебинары; работа с наставником.,СКБ Контур — федеральная компания ИТ-сферы. Мы существуем с 1988 года и разрабатываем веб-сервисы. Наши веб-сервисы сделаны для работы  а не для свободного времени. Нашими продуктами пользуются бухгалтеры  владельцы бизнеса  коммерческие директора и т. д. То  что мы делаем  получается у нас очень хорошо: нашими клиентами стали более 1 9 млн компаний. В команде Контура более 8 000 сотрудников  мы стабильно растем на рынке уже 31 год и ежегодно попадаем в двадцатку лучших работодателей России. В связи с развитием открыта позиция начинающего менеджера по продажам. Основная задача: продавать наши продукты по телефону клиентам — юридическим лицам. Контакты клиентов искать не нужно — они уже загружены в базу Мы будем рады видеть вас в нашей команде  если вы:  имеете оконченное высшее образование или являетесь студентом последних курсов; активны  ответственны  ориентированы на достижение отличного результата.  Условия:  Четкая система мотивации: оклад + бонусы. Вся заработная плата белая  все отпускные и больничные рассчитываются из всей суммы заработной платы. Официальное трудоустройство и расширенный соцпакет. Корпоративное обучение: тренинги  вебинары  работа с наставником.  Мы ждем в свою команду амбициозных специалистов  которые стремятся к профессиональному росту и высоким достижениям! Если у вас не так много опыта  но вы чувствуете  что можете достичь успеха  — присылайте резюме.,Полная занятость,не требуется,,35000,Менеджер по продажам,19 ноября 2020,,,полный день,,https://hh.ru/vacancy/38777205
Иваново,ANCOR,,Крупная компания - производитель телекоммуникационного оборудования ищет монтажников. Работа на территории регионов Центрального федерального округа на время проведения работ (города Владимир  Кострома  Тула) Обязанности:  работа в аварийной бригаде (инженер по ПНР + монтажник-высотник); анализ списков инцидентов на сети  приоритезация  составление планов устранения; диагностика аварий базовых станций Оператора; получение оборудование со склада; устранение аварий на базовых станциях Оператора; сдача демонтированного оборудования на склад; учет и возврат не смонтированного оборудования на склад; ежедневная отчетность по выполненным работам руководителю подразделения.  Требования:  опыт работы в эксплуатации/строительстве объектов сотовой связи от 2х лет; навыки верхолазных работ  подтвержденные удостоверением на допуск к работам на высоте (действующим  либо недействующим); навыки работ в электроустановках  подтвержденные удостоверением на допуск к работам в ЭУ (действующим  либо недействующим);  готовность к активной ответственной работе.   Условия:  трудоустройство согласно ТК РФ; полностью официальная заработная плата; компенсация ГСМ   ,Полная занятость,1–3 года,,50000,Монтажник аварийной группы по обслуживанию оборудования сотовой связи (Alarm Technician),16 ноября 2020,,работа в аварийной бригаде (инженер по ПНР + монтажник-высотник); анализ списков инцидентов на сети; приоритезация; составление планов устранения; диагностика аварий базовых станций Оператора; получение оборудование со склада; устранение аварий на базовых станциях Оператора; сдача демонтированного оборудования на склад; учет и возврат не смонтированного оборудования на склад; ежедневная отчетность по выполненным работам руководителю подразделения.,полный день,,https://hh.ru/vacancy/40435195
Иваново,Гарпикс,Высокая заработная плата (выплаты 2 раза в месяц); Работа в комфортабельном просторном офисе с современным оборудованием или удаленно из дома; Полный рабочий день; Возможность постоянного профессионального роста; Оформление по ТК РФ; Приветливые коллеги; Корпоративные клубы (спортивный; гик-; кибер-; настольных игр); Кофе и вкусный чай в свободном доступе;),Garpix – это крупнейший digital-интегратор  создающий комплексные it-решения. Мы специализируемся на разработке сложных веб и мобильных (iOS  Android) проектах  системах автоматизации бизнес-процессов  разработке собственного ПО. Нам доверяют крупные коммерческие и государственные организации  потому что мы умеем и любим выполнять нестандартные задачи  требующие большой ответственности.   Описание вакансии: Мы находимся в поиске iOS-разработчика  у которого есть желание развиваться и который сможет стать частью нашей дружной команды. Обязанности:  Проектировании архитектуры мобильных приложений; Разработка и поддержка мобильных приложений на Swift для iOS.  Требования:  Уровень кандидата от Middle и выше; Знание Git  умение работать в команде; Понимание работы REST для работы с бэкендом; Хорошее знание Swift  UIKit  CoreData или Realm; Умение делать интерфейсы с Auto Layout в коде; Следовать Apple Human Interface Guidelines; Умение самостоятельно выложить результат в TestFlight; Наличие ваших приложений в AppStore (либо на Github); Желателен опыт работы с RxSwift  ReactiveSwift или Combine; Будет плюсом умение работать со SwiftUI.  Условия:  Высокая заработная плата (выплаты 2 раза в месяц); Работа в комфортабельном просторном офисе с современным оборудованием или удаленно из дома; Полный рабочий день; Возможность постоянного профессионального роста; Оформление по ТК РФ; Приветливые коллеги; Корпоративные клубы (спортивный  гик-  кибер-  настольных игр); Кофе и вкусный чай в свободном доступе;)    Ждем ваших резюме! P.S. Уровень заработной платы по итогам собеседования,Полная занятость,3–6 лет,,60000,IOS разработчик,3 ноября 2020,Уровень кандидата от Middle и выше; Знание Git; умение работать в команде; Понимание работы REST для работы с бэкендом; Хорошее знание Swift; UIKit; CoreData или Realm; Умение делать интерфейсы с Auto Layout в коде; Следовать Apple Human Interface Guidelines; Умение самостоятельно выложить результат в TestFlight; Наличие ваших приложений в AppStore (либо на Github); Желателен опыт работы с RxSwift; ReactiveSwift или Combine; Будет плюсом умение работать со SwiftUI.,Проектировании архитектуры мобильных приложений; Разработка и поддержка мобильных приложений на Swift для iOS.,полный день,iOS;Objective-C;Git;Мобильность,https://hh.ru/vacancy/40200597
Иваново,Консультант НПО,,"""Восточный Экспресс"" - Корпоративная Информационная Система  на которой работают Региональные Информационные Центры сети ""КонсультантПлюс"" по всех стране. Мы работаем с 1997 года  активно развиваемся  увеличивается количество наших заказчиков  в связи с чем мы приглашаем на работу Бизнес-аналитика. Ваши задачи:   поддержка пользователей Корпоративной Информационной Системы; обработка текущих обращений пользователей; обучение и консультации пользователей по вопросам использования функционала; разработка инструкций и регламентов работы; постановка задач программистам.  Вам подойдёт работа у нас  если Вы:  имеете высшее техническое/ IT образование/ математическое/ физическое; обладаете аналитическим складом ума; можете похвастаться быстрой обучаемостью; хотите развиваться  осваивать новые области знаний  умений.  Войдя в нашу команду Вы получите:  работу в дружном молодом коллективе профессионалов  трудоустройство по ТК РФ с первого рабочего дня + полное соблюдение ТК РФ: ""белую"" заработную плату  оплачиваемые отпуска и больничные  дополнительные выплаты на детей от компании  хорошо оборудованное рабочее место в комфортном офисе в центре города  оклад обсуждается индивидуально с каждым кандидатом (определяется по результатам собеседования)  возможность профессионального и карьерного роста  вкусные обеды в собственной столовой компании с льготными ценами для сотрудников.   ",Полная занятость,не требуется,,,Бизнес-аналитик/Специалист службы поддержки,20 ноября 2020,,,полный день,,https://hh.ru/vacancy/38421625
Иваново,Тензор,,,Полная занятость,не требуется,,31000,Менеджер по продажам,9 ноября 2020,,,полный день,Активные продажи;Холодные продажи;Проведение презентаций;Прямые продажи;Деловое общение,https://hh.ru/vacancy/39325350
Иваново,Ившвейстандартопт,,"Компания ""Ившвейстандарт"" – крупный успешно развивающийся Ивановский производитель текстильной продукции. Мы бы хотели видеть Вас в нашей команде  потому что у нас:  Растущий бизнес Амбициозные проекты Востребованный и высококачественный продукт Молодой  профессиональный и активный коллектив  Обязанности: 1. Программное сопровождение конфигураций 1С-Предприятия. 2. Модификация и обновление существующих документов  отчетов  обработок бухгалтерского  оперативного и управленческого учета. 3. Создание новых документов  отчетов  обработок бухгалтерского  оперативного и управленческого учета 4. Интеграция 1С с Битрикс24 5. Проектная работа по настройке и внедрению платформы Битрикс24 на предприятии 6. Поддержка и обучение пользователей   Требования: 1. Знание платформы и конфигурации 1С. 2. Опыт автоматизации учета и программирования на базе типовой конфигурации 1С. 3. Опыт составления технических заданий и пользовательских инструкций. 4. Опыт тестирования программы 1С и описания ее ошибок. 5. Навыки исследования  анализа и описания бизнес-процессов. 6. Также желательно знание основ бухгалтерского и управленческого учета.     Выбрав нас  Вы получите:  Интересную работу в крупной  стабильной компании; Оформление по ТК РФ; График работы 5/2  сб  вс выходные; Уютный офис  вкусный кофе; Адекватное руководство; Скидки на продукцию компании; Конкурентную заработную плату (обсуждается на собеседовании).  Будем рады видеть Вас в рядах сотрудников ! Ждём Ваше резюме!  ",Полная занятость,1–3 года,,,Ведущий программист 1C,10 ноября 2020,,,полный день,,https://hh.ru/vacancy/40320809
Иваново,РегионПерсонал,,Обязанности: 1. Разработка и построение схемы учета 2. Разработка и реализация производственного учета 3. Реализация технических заданий отдела в 1С 4. Предложение по улучшению и оптимизации существующей схемы учета 5. Оказание консультаций внутри отдела и подразделения  в который входит отдел 6. Поддержание существующей системы 7. Обновление  в т.ч. нестандартных конфигураций Требования: 1. Опыт разработки на 1С  опыт автоматизации производственных процессов посредством 1С ERP 2. Знание программы 1С ERP 3. Навык программирования в 1С ERP 4. Опыт работы с дополнительным оборудованием (сканеры  терминалы..) 5. Аналитический склад ума  стрессоустойчивость  исполнительность  желание и способность к саморазвитию и обучению. Условия: ​​​​​​зп обсуждаем от уровня кандидата работа удаленно,Частичная занятость,1–3 года,,90000,Программист 1С - ERP (удаленно),12 ноября 2020,,,полный день,1С программирование;1С: Документооборот;1С: Производство;ERP-системы на базе 1С;Pascal,https://hh.ru/vacancy/40372817
Иваново,ПАО  Ростелеком,,Обязанности: - Работа с клиентами В2В (корпоративные и государственные клиенты); - Расширение сотрудничества  продажа услуг компании; - Организация процесса продаж Клиентам; - Контроль текущей дебиторской задолженности клиентов  при необходимости проведение переговоров; - Организация мероприятий  направленных на повышение лояльности клиентов; - Ведение документооборота  подготовка коммерческих предложений  проекты договоров  доп. соглашений; - Проведение работ на удержание клиентов 3К в зоне ответственности Филиала; - Формирование и ведение клиентской базы в биллинговых системах  контроль актуальности информации о клиентах (реквизиты  контактная информация и т.д.). Требования: - Образование высшее (техническое/экономическое) без опыта работы  среднее специальное образование и опыт работы в области продаж и обслуживания от 1 года; - Продвинутый пользователь ПК Microsoft Office (Excel  Word  Outlook  Visio  PowerPoint); - Знание стратегий и принципов техники эффективных продаж; - Знание нормативно-правовой базы в области оказания услуг связи  а также в области проведения закупочных процедур; - Навык ведения переговоров и деловой переписки; - Ответственность  инициативность  пунктуальность  креативность  высокая стрессоустойчивость  умение работать в режиме многозадачности. Условия: - График работы 5/2 (с 08:30 до 17:30) - Заработная плата Оклад 24600 руб. + квартальная премия - Оформление по ТК РФ - Работа в дружном и профессиональном коллективе,Полная занятость,1–3 года,42000,35000,Специалист по работе с клиентами,9 ноября 2020,,,полный день,Ведение переговоров;Холодные продажи;Деловая переписка;Документооборот;MS PowerPoint;Работа с клиентами;Деловое общение;Заключение договоров;MS Outlook;B2B Продажи;Работа с дебиторской задолженностью;Подготовка коммерческих предложений;Контроль дебиторской задолженности;Телефонные переговоры;Работа с базами данных;Управление лояльностью потребителей,https://hh.ru/vacancy/40299557
Иваново,АО  РТСофт,,Задачи:  •разработка серверного программного обеспечения  решающего широкий спектр задач для нужд электроэнергетики; •разработка нового функционала  оптимизация  рефакторинг и развитие существующего кода на языке Python с использованием лучших практик разработки (автоматическое тестирование  код-ревью  SOLID  DRY); •разработка REST API; •разработка модели баз данных; •участие в проектировании архитектуры разрабатываемых систем.   Требуемые навыки:  •уверенное знание Python 3 и его основных библиотек; •опыт коммерческой разработки от двух лет; •опыт разработки веб-приложений с использованием фреймворков экосистемы Python (asyncio  fastapi  django); •понимание принципов объектно-ориентированного программирования; •знание SQL  опыт работы с СУБД (PostgreSQL  MS SQL и т.д.); •умение работать с системами контроля версий (git); •умение писать хорошо поддерживаемый код; •опыт работы с операционными системами семейства Linux; •ответственность и аккуратность; •умение тестировать свой код и работать с чужим; • коммуникативность  доброжелательность  умение работать в команде.   Приветствуется:  •опыт работы с NoSQL СУБД; •знание асинхронных фреймворков; •опыт построения масштабируемых систем; •опыт написания автотестов; •базовые знания HTML  CSS  JavaScript; •опыт работы с Celery и RabbitMQ.     Мы предлагаем: •стабильную перспективную работу; •достойную белую заработную плату  оформление по ТК РФ; •медицинскую страховку (ДМС); •регулярное повышение квалификации за счет компании.   Преимущества работы с нами: •работа над перспективным технологичным продуктом – делаем лучший продукт в своем сегменте  поддерживаем инициативы по его технологическому развитию; •драйв от работы в кругу увлеченных профессионалов; •большая степень влияния каждого сотрудника на создаваемый продукт; •быстрый профессиональный и карьерный рост; •возможности обучения и обмена опытом за счет компании: семинары  конференции  тренинги.  ,Полная занятость,3–6 лет,,,Python developer,5 ноября 2020,,,полный день,,https://hh.ru/vacancy/39011566
Иваново,ООО  Лучшие Люди,Свободное владение языком программирования 1С Желательно – знание конфигурации 1С:ERP Знание СКД,О компании: 1) Мы производим кабель высокого качества (силовой  контрольный  монтажный  индустриальный) 2) Мы стратегические партнёры ассоциации РАЭК 3) Современное предприятие нам 5 лет 4) Наши клиенты: Газпром  Мосинжпроект  ГК Elevel и др.   Обязанности:  Программирование в среде 1С:ERP Автоматизация работы отдела продаж  отдела логистики Составление отчётов  обработок  тех заданий для сотрудников Автоматизация рутинных вычислений  Условия:  Пятидневка с 08.00 до 17.00 Частичная компенсация за прохождение курсов (по требованию) Отпуск  больничные из расчета всей зарплаты Локация офиса - начало Парижской Коммуны    Требования:  Свободное владение языком программирования 1С Желательно – знание конфигурации 1С:ERP Знание СКД         ,Полная занятость,не требуется,55000,40000,Программист 1С,2 ноября 2020,Свободное владение языком программирования 1С Желательно – знание конфигурации 1С:ERP Знание СКД,Программирование в среде 1С:ERP Автоматизация работы отдела продаж; отдела логистики Составление отчётов; обработок; тех заданий для сотрудников Автоматизация рутинных вычислений,полный день,1С: Предприятие 8;1С программирование;1С: Бухгалтерия,https://hh.ru/vacancy/40156837
Иваново,ПАО  Ростелеком,,Обязанности: - Формирование операционного плана действий по организации продаж через Активный канал продаж; - Планирование необходимых ресурсов для выполнения целевых показателей Группы; - Осуществление мониторинга и оптимизации производительности деятельности менеджеров и активных продавцов; - Осуществление контроля сроков подключения заявок потенциальных Абонентов в соответствии с регламентированными в Обществе сроками; - Разработка и организация мероприятий по удержанию и развитию агентов; - Формирование командных и индивидуальных ключевых показателей эффективности (далее – КПЭ) для работников Группы и агентов (физ. лиц); - Контроль своевременности расчета и выплаты вознаграждения Агентам – физическим лицам; 2.8. Работа с отчетностью  базами данных. Подготовка детализированной аналитики исследуемых показателей; 2.9. Еженедельно/ежедневно контроль исполнения целевых показателей и эффективности работы Группы  КПЭ работников и агентов. Требования: - Образование высшее  опыт работы в области прямых продаж - Продвинутый пользователь ПК Microsoft Office (Excel  Word  Outlook  Visio  PowerPoint) - Знание стратегий и принципов техники эффективных продаж - Навык ведения переговоров и деловой переписки - Навык управления коллективом  организаторские способности. - Ответственность  инициативность  пунктуальность  креативность  высокая стрессоустойчивость  умение работать в режиме многозадачности. Условия: - График работы 5/2 (с 12:00 до 21:00) - Заработная плата Оклад 25270 руб. + премия 100% (Ежемесячно) - Оформление по ТК РФ - Программа лояльности для сотрудников Компании - Молодой  профессиональный коллектив.,Полная занятость,1–3 года,,,Менеджер группы активных продаж,19 ноября 2020,,,полный день,MS PowerPoint;MS Outlook;Деловая переписка;Организаторские навыки;Прямые продажи;Работа в режиме многозадачности;Планирование продаж;Аналитика продаж;Ведение отчетности;Ориентация на результат;Ведение переговоров;Деловое общение;Креативность;Деловая коммуникация;Ведение переписки;MS Office;Многозадачность;Пользователь ПК,https://hh.ru/vacancy/40532282
Иваново,ООО  Экотекс,,Обязанности:  - Программирование  разработка в среде 1С:Предприятие (7.7 8.2 8.3  Управляемое приложение);  - Внедрение  поддержка и доработка конфигураций 1С под нужды клиентов;  - Создание новых объектов  модулей  написание новых отчетов и обработок;  - Написание и поддержка обменов между базами;  - Обновление типовых и нетиповых баз;  - Консультирование пользователей по сделанным работам. Требования: -высшее техническое образование -опыт разработок на платформе 1С -знание языка запросов -Понимание чужого кода -Знание предметных областей: Бухгалтерский учет  Расчет заработной платы  Управленческий учет   Логистика  Производство. Условия:  официальное трудоустройство TK РФ  график работы 5/2 с 8-00 до 17-00  место работы: г.Тейково  ул.Сергеевская д 10 бесплатная доставка транспортом предприятия с остановки пл Пушкина Иваново ,Полная занятость,1–3 года,,,Инженер-программист,23 октября 2020,официальное трудоустройство TK РФ; график работы 5/2 с 8-00 до 17-00; место работы: г.Тейково; ул.Сергеевская д 10 бесплатная доставка транспортом предприятия с остановки пл Пушкина Иваново,официальное трудоустройство TK РФ; график работы 5/2 с 8-00 до 17-00; место работы: г.Тейково; ул.Сергеевская д 10 бесплатная доставка транспортом предприятия с остановки пл Пушкина Иваново,полный день,1С: Зарплата и кадры;1С: Бухгалтерия;1С: Производство;1С программирование;1С: Зарплата и управление персоналом;1С: Торговля и склад,https://hh.ru/vacancy/39408236
Иваново,ИП  Кесов Янис Харлампиевич,,Работа в офисе г. Иваново! Удаленную работу не рассматриваем. Обязанности:- Создание и редактирование посадочных страниц в рамках существующего сайта;- Размещение и проверка карточек товаров  составление продажных описаний продуктов;- Сбор данных о товаре (фотографии  характеристики  описание и т.д.);- Оптимизация фотографий под веб;- участие в SEO -оптимизации сайта;- Знание основ SEO  что касается текстов: переспам  переоптимизация  ключевой запрос  частотность и т.д.;- Опыт работы с админкой Bitrix;- Постановка ТЗ на тексты;- Прием текстов у авторов  проверка  отправление на доработки и т.д.;- Подготовка новостей на корпоративный сайт компании. Требования:- Опыт от 6 месяцев;- Желательно опыт в Битрикс;- Знание Excel. Условия:- 5-дневная рабочая неделя‚ с 9:00-18:00;- Срочный трудовой договор на 3 месяца (испытательный срок);- Оформление по ТК РФ.- По истечению 3 месяцев заключается бессрочный трудовой договор.- Офис: г. Иваново  ул. Лежневская Зарплата:- С первого месяца: 25 000 руб./месяц.- Со второго месяца: 30 000 руб./месяц. Дальше возможно больше  в зависимости от вашего КПД.Годовая премия (декабрь) (30 – 100% оклада) по итогам работы. Работая с нами  вы получаете:- Своевременную заработную плату.- Дружный молодой коллектив.- Перспективы роста вместе с компанией.- Возможность дополнительного профильного обучения.  ,Полная занятость,1–3 года,,,Контент-менеджер,9 ноября 2020,,,полный день,1С-Битрикс;Adobe Photoshop;Администрирование сайтов;Наполнение контентом;Поиск информации в интернет,https://hh.ru/vacancy/40292715
Иваново,ООО  Стандартпласт,Работа в офисе; официальное оформление по ТК РФ График работы 5/2 с 8:30 до 17:00 Заработная плата по итогам собеседования,Обязанности:  Разработка и сопровождение сайтов различной сложности на 1С-Битрикс Интеграция готовой верстки Создание и доработка компонентов и модулей Интеграция 1С-Битрикс c внешними системами  Требования:  Опыт разработки проектов на 1С-Битрикс Знание PHP  MySQL Знание HTML/CSS  JavaScript  jQuery Наличие выполненных проектов с возможностью их демонстрации Умение работать в команде и соблюдать сроки выполнения задач  Условия:  Работа в офисе  официальное оформление по ТК РФ График работы 5/2 с 8:30 до 17:00 Заработная плата по итогам собеседования ,Полная занятость,1–3 года,,,Программист 1С - Битрикс,30 октября 2020,Опыт разработки проектов на 1С-Битрикс Знание PHP; MySQL Знание HTML/CSS; JavaScript; jQuery Наличие выполненных проектов с возможностью их демонстрации Умение работать в команде и соблюдать сроки выполнения задач,Разработка и сопровождение сайтов различной сложности на 1С-Битрикс Интеграция готовой верстки Создание и доработка компонентов и модулей Интеграция 1С-Битрикс c внешними системами,полный день,,https://hh.ru/vacancy/40125649
Иваново,АО  Ивановоискож,,"Требования:  Опыт программирования и администрирования в среде 1С; Знание основ бухгалтерского  налогового и управленческого учета; Знание платформы 1С Предприятие 7.7  8.3; Знание конфигураций ЗУП 3.1  ЗУП КОРП 2.5  БП 3.0; Знание 1С: Комплексная автоматизация и ERP-системы на базе 1С желательно  но необязательно; Знание принципов работы клиент-серверного функционирования 1С; Умение производить обновления конфигураций и платформы 1С (клиент-серверный вариант); Знание языка программирования 1С Предприятие 7.7 и 8.3. Знание MSSQL  СКД; Опыт работы с ""Конвертацией данных""; Умение работать в команде.  Обязанности:  Программирование и администрирование в среде 1С; Перенос данных из разных конфигураций; Написание правил обмена; Обслуживание клиент-серверной архитектуры на базе 1С Предприятие 8.3 + MS SQL Server 2014; Доработка конфигураций на платформе 1С Предприятие 8.3 под нужды организации; Написание внешних отчетов  обработок  умение составлять техническое задание и реализовывать его.  Мы предлагаем:  Высокий доход (уровень заработной платы обсуждается с успешными кандидатами на собеседовании); Работу на стабильном промышленном предприятии; Любые варианты трудоустройства; Удобный график работы (возможны различные варианты занятости: полная  частичная  удаленный доступ); Доставку служебным транспортом. ",Полная занятость,3–6 лет,100000,80000,Ведущий программист 1C,13 ноября 2020,"Опыт программирования и администрирования в среде 1С; Знание основ бухгалтерского; налогового и управленческого учета; Знание платформы 1С Предприятие 7.7; 8.3; Знание конфигураций ЗУП 3.1; ЗУП КОРП 2.5; БП 3.0; Знание 1С: Комплексная автоматизация и ERP-системы на базе 1С желательно; но необязательно; Знание принципов работы клиент-серверного функционирования 1С; Умение производить обновления конфигураций и платформы 1С (клиент-серверный вариант); Знание языка программирования 1С Предприятие 7.7 и 8.3. Знание MSSQL; СКД; Опыт работы с ""Конвертацией данных""; Умение работать в команде.",Программирование и администрирование в среде 1С; Перенос данных из разных конфигураций; Написание правил обмена; Обслуживание клиент-серверной архитектуры на базе 1С Предприятие 8.3 + MS SQL Server 2014; Доработка конфигураций на платформе 1С Предприятие 8.3 под нужды организации; Написание внешних отчетов; обработок; умение составлять техническое задание и реализовывать его.,полный день,1С программирование;1С: Бухгалтерия;1С: Предприятие 8;1С: Зарплата и управление персоналом;1С: Управление Торговлей;1С: Управление Производственным Предприятием;1С: Комплексная автоматизация;1С: Документооборот;1С: Торговля и склад;1С: Торговля;1С: Склад;ERP-системы на базе 1С,https://hh.ru/vacancy/39171474
Иваново,РегионПерсонал,,Обязанности:   Ведение нестандартных проектов по изготовлению POS —материалов по готовой клиентской базе!!! Ведение проекта в полном цикле: 1.Получение тех задания от клиента 2.Произведение расчетов: 2.1.по затратам (сырье и материалы) 2.2. технологическое согласование (возможность изготовления  количество этапов производства и определение последовательности производства) 2.3. сроки изготовления 3. Подписание договора на производство 4.Контроль этапов: конструирование  дизайна 5.Согласование промежуточного результата с клиентом (чертеж) 6.По необходимости контроль производства образца и согласование с клиентом 7. Запуск в производство 7.1контроль наличия сырья и материалов и по необходимости закупка 7.2.контроль сроков на всех этапах производства и информирование других участков цепочки о возможных изменениях по срокам 8.Согласование с клиентом возможных технологических моментов в стадии производства. 9. Контроль отгрузки и доставки клиентку готового товара 10. Контроль оплаты товара и передача документов в бухгалтерию 11.Работа с рекламациями   Требования:  опыт автономного ведения бизнес проектов (сферы реклама  строительство  энергетика и тд) успешный опыт по ведению сделок с корпоративными клиентами навыки переговорной деятельности умение работать в условиях многозадачности  нацеленность на результат склонность к анализу энергетика выше среднего  грамотная речь Умение читать чертежи  уверенный пользователь MS Office.  Условия:  Оклад 25 – 35 000 руб. от уровня кандидата + мотивация ,Полная занятость,1–3 года,,50000,Менеджер проекта,5 ноября 2020,,,полный день,Управление производством;Adobe Photoshop;CorelDRAW;Грамотная речь;1С: Производство,https://hh.ru/vacancy/40239223
